user_id,age_group,location,device_type,suscription_type,days_since_registration,total_purchases,avg_order_value,last_purchase_days,session_last_30_days,time_on_site_minutes,pages_per_session,cart_abandonment_rate,purchase_frequency,dar_promocion
user_002957,18-25,Buenos Aires,Desktop,Free,90,42,388.33,161.0,28,77.8,6.1,0.56,14.0,0
user_002958,18-25,Buenos Aires,Móvil,Free,295,45,283.42,69.0,1,117.8,13.8,0.064,4.58,1
user_002959,26-35,Otros,Desktop,Enterprise,102,20,252.93,62.0,1,111.5,16.0,0.328,,1
user_002960,36-45,Otros,Móvil,Premium,168,42,205.7,170.0,29,95.1,8.1,,,0
user_002961,26-35,,Móvil,Free,108,4,426.37,33.0,29,48.1,15.2,0.652,1.11,0
user_002962,36-45,,Móvil,Enterprise,232,14,91.15,9.0,11,49.9,5.9,0.434,,0
user_002963,46-55,Mendoza,Móvil,Free,267,9,53.01,175.0,16,52.3,5.8,0.715,1.01,1
user_002964,18-25,Buenos Aires,Móvil,Basic,177,36,485.8,88.0,21,113.3,1.4,0.34,6.1,1
user_002965,36-45,Buenos Aires,Móvil,Premium,174,20,34.33,22.0,20,,4.6,0.186,3.45,0
user_002966,36-45,Córdoba,Tablet,Premium,270,26,358.01,52.0,5,102.7,13.8,0.692,2.89,0
user_002967,46-55,Buenos Aires,Móvil,Free,341,25,29.87,129.0,19,116.5,15.0,0.491,2.2,1
user_002968,26-35,Buenos Aires,Móvil,Free,346,29,451.09,167.0,24,100.2,6.6,0.832,2.51,1
user_002969,26-35,Rosario,Móvil,Free,157,1,354.61,89.0,19,74.8,2.8,,0.19,0
user_002970,26-35,Otros,Móvil,Free,217,19,471.67,1.0,20,58.6,14.9,,2.63,1
user_002971,18-25,Buenos Aires,Móvil,Basic,178,9,449.59,35.0,3,48.8,12.2,0.288,,1
user_002972,46-55,Buenos Aires,Tablet,Free,263,9,31.43,62.0,2,73.5,9.4,0.249,1.03,0
user_002973,18-25,Córdoba,Móvil,Premium,321,11,118.62,102.0,2,108.6,19.4,0.34,1.03,0
user_002974,26-35,Buenos Aires,Móvil,Free,354,9,216.28,35.0,28,,5.6,0.629,0.76,0
user_002975,36-45,Buenos Aires,Desktop,Free,123,0,445.74,999.0,11,108.5,17.1,0.918,,0
user_002976,,Buenos Aires,Móvil,Free,142,4,388.57,45.0,2,84.0,2.7,,0.85,0
user_002977,36-45,La Plata,Tablet,Free,13,50,101.94,58.0,24,83.9,5.4,0.63,50.0,1
user_002978,,Buenos Aires,Móvil,Free,176,5,436.73,107.0,10,57.3,2.1,0.442,0.85,1
user_002979,18-25,La Plata,Desktop,Free,214,9,142.99,101.0,21,32.5,15.2,0.784,1.26,1
user_002980,56+,Buenos Aires,Móvil,Free,44,46,26.92,17.0,27,93.2,18.2,,31.36,1
user_002981,36-45,Buenos Aires,Móvil,Free,209,14,103.28,100.0,24,44.4,5.7,0.981,2.01,0
user_002982,46-55,Buenos Aires,Móvil,Premium,262,44,158.3,119.0,22,104.6,1.1,0.82,5.04,1
user_002983,18-25,Mendoza,Móvil,Basic,221,28,26.17,165.0,4,,9.8,0.828,3.8,1
user_002984,26-35,Buenos Aires,Móvil,Premium,227,39,93.11,174.0,26,96.8,17.4,0.92,,1
user_002985,46-55,Mendoza,Móvil,Basic,44,34,193.31,135.0,3,,12.5,0.375,23.18,1
user_002986,36-45,Córdoba,Desktop,Enterprise,184,49,285.77,7.0,24,84.5,19.6,,7.99,0
user_002987,46-55,Rosario,Desktop,Basic,180,35,102.71,166.0,2,59.1,5.0,0.889,5.83,0
user_002988,36-45,,Desktop,Premium,218,46,156.99,98.0,11,,16.2,0.296,6.33,0
user_002989,46-55,Otros,Móvil,Free,184,23,238.87,169.0,15,102.4,19.8,0.865,3.75,0
user_002990,36-45,,Desktop,Basic,362,41,166.97,37.0,20,113.1,4.5,0.111,3.4,0
user_002991,46-55,Córdoba,Desktop,Enterprise,27,40,332.25,16.0,3,67.8,10.7,0.865,,0
user_002992,18-25,Rosario,Tablet,Free,305,0,297.94,999.0,2,,17.0,,0.0,1
user_002993,18-25,Córdoba,,Free,81,8,254.8,103.0,21,,1.5,,,0
user_002994,36-45,Córdoba,Móvil,Basic,23,31,394.6,21.0,8,80.9,9.8,,,1
user_002995,18-25,Otros,Móvil,Free,106,41,331.46,153.0,29,48.7,9.2,0.964,11.6,0
user_002996,26-35,Buenos Aires,Móvil,Free,135,36,346.06,151.0,26,20.9,1.7,0.865,8.0,1
user_002997,56+,Córdoba,Móvil,Premium,304,36,467.54,169.0,14,95.9,14.9,0.782,,0
user_002998,18-25,Buenos Aires,Móvil,Free,53,29,376.03,134.0,13,77.0,4.6,0.541,,1
user_002999,18-25,Buenos Aires,Desktop,Free,83,28,472.5,72.0,15,54.7,5.5,0.863,10.12,0
user_003000,56+,Rosario,Tablet,Basic,51,19,115.92,60.0,11,47.0,12.0,,11.18,0
user_003001,18-25,Buenos Aires,Móvil,Free,302,12,40.18,97.0,28,31.2,13.2,,1.19,0
user_003002,46-55,,Móvil,Basic,170,37,291.85,53.0,11,29.4,1.7,0.627,6.53,0
user_003003,46-55,Córdoba,Móvil,Free,240,25,269.88,131.0,25,88.8,15.9,0.374,3.12,1
user_003004,26-35,Buenos Aires,Móvil,Free,245,8,303.13,70.0,24,66.3,10.3,0.48,,0
user_003005,18-25,,Móvil,Premium,302,37,106.51,94.0,3,54.8,11.8,0.165,3.68,1
user_003006,18-25,Buenos Aires,Móvil,Basic,300,27,174.47,2.0,25,30.1,13.4,,,1
user_003007,26-35,Mendoza,Desktop,Free,141,30,349.43,126.0,23,58.4,17.1,0.079,6.38,0
user_003008,,Otros,Desktop,Free,212,41,166.44,89.0,7,,14.2,0.069,5.8,0
user_003009,26-35,Buenos Aires,Móvil,Premium,196,29,87.38,158.0,8,,14.9,0.188,4.44,0
user_003010,36-45,Córdoba,Desktop,Enterprise,63,11,442.21,65.0,6,,2.9,0.536,5.24,0
user_003011,56+,La Plata,Móvil,Free,130,25,290.59,69.0,7,93.1,12.0,,,1
user_003012,46-55,Buenos Aires,Desktop,Free,229,9,430.47,151.0,15,32.0,4.7,,1.18,0
user_003013,18-25,Otros,Móvil,Premium,66,4,257.42,163.0,19,50.5,18.0,0.622,1.82,0
user_003014,26-35,Buenos Aires,Desktop,Basic,307,15,191.16,82.0,6,63.9,16.1,0.888,1.47,1
user_003015,18-25,Buenos Aires,Móvil,Premium,326,19,234.45,101.0,1,77.5,17.5,0.837,1.75,0
user_003016,46-55,La Plata,Móvil,Free,219,21,455.21,72.0,13,118.7,1.1,,2.88,0
user_003017,46-55,Buenos Aires,Móvil,Free,302,45,350.93,36.0,21,,6.4,0.49,4.47,1
user_003018,46-55,Buenos Aires,Móvil,Free,323,24,457.4,159.0,29,41.5,18.6,,2.23,0
user_003019,36-45,Buenos Aires,Móvil,Premium,340,36,267.49,19.0,1,53.5,19.9,0.357,3.18,0
user_003020,18-25,Buenos Aires,Móvil,Premium,165,5,372.7,0.0,29,21.3,6.5,0.107,0.91,1
user_003021,26-35,Córdoba,Móvil,Basic,192,27,134.02,21.0,16,88.1,18.2,0.27,4.22,0
user_003022,26-35,Buenos Aires,Móvil,Premium,267,0,78.83,999.0,10,117.7,12.3,0.921,0.0,1
user_003023,56+,Rosario,Desktop,Basic,197,28,326.93,25.0,21,45.4,10.0,0.17,4.26,0
user_003024,36-45,Buenos Aires,Desktop,Basic,335,10,51.97,149.0,27,14.8,14.0,0.65,0.9,1
user_003025,36-45,Otros,Móvil,Free,284,7,149.28,21.0,6,98.1,19.3,0.693,0.74,1
user_003026,56+,,Móvil,Free,162,10,211.97,39.0,0,108.8,16.7,0.821,1.85,0
user_003027,18-25,Buenos Aires,Móvil,Free,350,32,326.84,179.0,9,52.9,19.6,0.513,2.74,1
user_003028,26-35,Córdoba,Móvil,Free,99,34,81.97,47.0,30,96.1,3.4,0.662,10.3,0
user_003029,46-55,Buenos Aires,,Free,131,26,162.96,69.0,22,77.1,3.4,,5.95,1
user_003030,18-25,Buenos Aires,Móvil,Basic,205,6,58.2,15.0,16,38.4,3.6,0.102,,0
user_003031,46-55,Córdoba,Móvil,Enterprise,159,18,99.69,64.0,29,86.1,1.2,0.125,3.4,1
user_003032,26-35,Otros,Móvil,Free,237,15,499.55,40.0,0,119.4,6.9,0.937,,1
user_003033,18-25,Córdoba,Móvil,Free,236,28,242.3,7.0,9,93.0,12.8,0.732,3.56,1
user_003034,56+,Otros,Desktop,Premium,32,31,323.5,109.0,22,48.0,9.9,0.052,29.06,1
user_003035,36-45,La Plata,Móvil,Premium,89,4,29.46,166.0,10,22.2,6.6,,1.35,0
user_003036,26-35,Buenos Aires,Móvil,Premium,355,4,19.15,172.0,26,96.7,12.4,,0.34,1
user_003037,26-35,Córdoba,Tablet,Free,291,11,221.81,74.0,28,8.7,15.2,,1.13,0
user_003038,36-45,Buenos Aires,Móvil,Enterprise,93,27,378.7,59.0,18,66.6,14.3,0.22,8.71,0
user_003039,18-25,Rosario,Desktop,Basic,29,12,454.84,165.0,6,116.5,12.9,,12.0,1
user_003040,36-45,Córdoba,Móvil,Premium,130,47,460.12,70.0,5,78.4,5.4,0.904,10.85,0
user_003041,46-55,Buenos Aires,Móvil,Basic,132,37,125.28,20.0,23,51.7,12.0,0.187,8.41,1
user_003042,36-45,Buenos Aires,Móvil,Basic,324,3,179.63,120.0,27,119.6,1.1,0.479,0.28,1
user_003043,36-45,Rosario,Desktop,Free,362,18,332.73,156.0,19,95.3,8.6,0.782,1.49,1
user_003044,26-35,Córdoba,Tablet,Free,132,4,126.46,2.0,25,39.7,12.0,,0.91,0
user_003045,36-45,Mendoza,Móvil,Free,234,23,295.52,86.0,3,,17.1,0.189,2.95,0
user_003046,36-45,Rosario,Móvil,Free,348,26,112.0,176.0,11,14.1,15.2,0.924,2.24,1
user_003047,18-25,Córdoba,Móvil,Free,315,14,488.89,109.0,7,48.8,7.8,0.605,1.33,0
user_003048,36-45,Buenos Aires,Móvil,Basic,194,9,78.93,66.0,4,51.0,14.3,,1.39,0
user_003049,46-55,Otros,Tablet,Free,127,43,94.52,162.0,26,65.9,3.7,0.08,,0
user_003050,46-55,La Plata,Desktop,Basic,333,36,377.56,90.0,30,103.4,13.8,,3.24,1
user_003051,46-55,Otros,Móvil,Premium,202,28,377.11,148.0,13,,17.3,0.891,4.16,0
user_003052,18-25,Buenos Aires,Desktop,Free,254,6,449.86,136.0,16,48.9,19.5,0.054,0.71,0
user_003053,36-45,Buenos Aires,Tablet,Premium,144,43,416.96,6.0,7,97.9,11.1,0.509,8.96,0
user_003054,26-35,Córdoba,Móvil,Free,356,5,341.98,11.0,4,9.1,3.9,,0.42,0
user_003055,18-25,Buenos Aires,Móvil,Basic,236,27,40.71,162.0,17,57.0,9.5,0.793,3.43,1
user_003056,18-25,Buenos Aires,Móvil,Basic,267,0,112.72,999.0,4,115.6,6.3,,0.0,0
user_003057,26-35,Buenos Aires,Móvil,Free,25,6,31.26,92.0,2,104.6,16.3,0.294,6.0,0
user_003058,18-25,Buenos Aires,Móvil,Free,163,15,174.75,85.0,30,89.7,11.9,0.133,2.76,1
user_003059,46-55,Otros,Desktop,Free,124,14,302.43,91.0,13,90.8,19.9,0.464,3.39,0
user_003060,18-25,Córdoba,Desktop,Premium,29,48,303.96,143.0,30,,10.4,0.554,,0
user_003061,26-35,Córdoba,Móvil,Free,133,4,116.69,122.0,14,79.1,3.4,,0.9,1
user_003062,18-25,Otros,Móvil,Basic,91,40,401.94,10.0,8,61.3,5.3,0.275,13.19,1
user_003063,36-45,Buenos Aires,Desktop,Basic,306,32,406.16,21.0,20,,9.7,0.724,3.14,1
user_003064,18-25,Rosario,Desktop,Basic,222,37,332.09,79.0,23,81.6,5.7,0.634,5.0,1
user_003065,26-35,Córdoba,Móvil,Free,311,12,454.51,27.0,24,118.2,13.1,0.238,,1
user_003066,36-45,Buenos Aires,Tablet,Premium,165,38,103.69,60.0,18,22.7,2.5,0.564,6.91,0
user_003067,,Córdoba,Móvil,Premium,237,29,14.13,13.0,23,56.7,13.1,0.768,3.67,0
user_003068,26-35,Rosario,Móvil,Basic,265,22,185.93,166.0,11,86.6,15.4,0.674,2.49,1
user_003069,26-35,Mendoza,Móvil,Premium,229,33,357.02,173.0,13,55.3,14.3,0.503,4.32,0
user_003070,36-45,La Plata,Tablet,Free,96,45,449.77,34.0,25,,18.6,0.74,14.06,0
user_003071,46-55,Rosario,Móvil,Free,132,49,380.49,79.0,15,91.4,2.3,0.125,11.14,1
user_003072,26-35,Buenos Aires,Móvil,Basic,277,34,349.5,71.0,3,113.2,1.4,0.694,,0
user_003073,36-45,Córdoba,Móvil,Basic,206,17,82.98,110.0,4,92.6,6.7,0.947,2.48,1
user_003074,18-25,Buenos Aires,Móvil,Basic,111,7,404.55,30.0,16,56.1,15.8,0.231,,0
user_003075,26-35,Mendoza,Desktop,Basic,285,14,395.06,7.0,14,30.1,6.9,0.376,1.47,1
user_003076,46-55,Rosario,Desktop,Basic,149,16,304.35,173.0,1,90.8,13.1,0.057,3.22,1
user_003077,36-45,Buenos Aires,Móvil,Basic,249,47,255.1,151.0,18,18.0,8.7,0.574,5.66,1
user_003078,26-35,Buenos Aires,Móvil,Free,220,43,103.91,23.0,16,51.7,19.6,0.245,5.86,1
user_003079,18-25,Buenos Aires,Móvil,Free,239,23,57.48,31.0,5,56.2,12.3,0.898,2.89,0
user_003080,18-25,Buenos Aires,Móvil,Premium,122,17,106.93,39.0,11,106.7,16.3,0.469,4.18,1
user_003081,56+,Mendoza,Desktop,Free,351,24,77.66,23.0,28,78.3,3.9,0.123,2.05,1
user_003082,26-35,Rosario,Móvil,Premium,193,1,323.64,7.0,12,2.4,2.9,,0.16,0
user_003083,36-45,Buenos Aires,Móvil,Premium,33,11,46.94,172.0,9,32.5,13.3,0.424,10.0,0
user_003084,36-45,Otros,Desktop,Free,141,12,284.66,171.0,4,38.6,9.1,0.124,2.55,0
user_003085,18-25,Rosario,Desktop,Basic,156,45,309.44,69.0,23,17.9,16.1,,8.65,1
user_003086,46-55,,Móvil,Premium,225,20,272.3,39.0,12,64.1,14.7,0.625,2.67,0
user_003087,36-45,Buenos Aires,Desktop,Premium,335,42,162.36,8.0,5,96.1,3.5,0.347,3.76,0
user_003088,,La Plata,Móvil,Basic,176,42,371.04,160.0,10,105.2,4.3,0.518,7.16,0
user_003089,18-25,La Plata,Móvil,Premium,193,45,336.17,22.0,18,82.6,17.9,,6.99,1
user_003090,26-35,Mendoza,Desktop,Premium,257,22,98.61,180.0,22,57.3,10.3,0.253,,1
user_003091,36-45,Buenos Aires,Móvil,Free,225,27,148.33,13.0,1,52.7,8.3,0.532,3.6,1
user_003092,56+,Córdoba,,Free,104,47,339.08,93.0,25,44.4,4.9,0.463,13.56,0
user_003093,46-55,La Plata,Móvil,Premium,249,18,330.08,97.0,0,70.4,3.7,,2.17,0
user_003094,18-25,Buenos Aires,Móvil,Premium,235,22,368.26,154.0,13,6.2,15.4,0.06,2.81,1
user_003095,46-55,La Plata,Móvil,Basic,51,16,239.68,112.0,18,18.1,19.1,0.361,,1
user_003096,36-45,Buenos Aires,Móvil,Free,312,3,116.63,95.0,1,78.2,5.4,,0.29,1
user_003097,46-55,Buenos Aires,Desktop,Basic,11,33,136.74,68.0,30,19.4,11.6,0.357,33.0,1
user_003098,56+,Córdoba,Desktop,Basic,14,16,289.26,67.0,10,111.2,6.8,0.699,,1
user_003099,,Córdoba,Móvil,Basic,184,7,94.92,49.0,23,,14.5,0.288,,0
user_003100,46-55,Córdoba,Móvil,Free,28,9,466.57,71.0,28,3.8,5.1,0.965,9.0,1
user_003101,46-55,Otros,Móvil,Free,164,26,459.88,69.0,22,4.6,13.7,0.978,4.76,0
user_003102,36-45,Córdoba,Desktop,Free,223,10,280.69,59.0,16,10.5,3.3,0.016,1.35,0
user_003103,56+,Mendoza,Desktop,Basic,362,38,89.35,122.0,24,78.3,13.9,0.339,3.15,0
user_003104,18-25,Otros,Móvil,Premium,183,8,226.75,107.0,15,58.3,6.2,0.206,1.31,0
user_003105,26-35,Buenos Aires,Tablet,Free,258,40,497.44,116.0,6,88.0,3.5,,,1
user_003106,36-45,Mendoza,Móvil,Free,255,22,68.65,3.0,4,46.1,10.3,0.757,2.59,0
user_003107,26-35,La Plata,Desktop,Enterprise,331,44,265.74,145.0,21,94.7,19.5,0.926,3.99,1
user_003108,,Córdoba,Móvil,Free,190,15,64.59,6.0,11,22.6,11.6,0.559,2.37,1
user_003109,36-45,Buenos Aires,Desktop,Basic,332,23,35.35,159.0,6,101.1,9.9,0.85,2.08,0
user_003110,18-25,Buenos Aires,Móvil,Free,249,17,471.26,79.0,16,41.4,18.0,0.767,2.05,1
user_003111,36-45,Rosario,Tablet,Basic,15,44,23.13,38.0,13,65.7,1.4,0.607,44.0,0
user_003112,18-25,Buenos Aires,Desktop,Basic,124,10,472.45,31.0,16,70.5,15.3,0.279,2.42,1
user_003113,26-35,Otros,Desktop,Basic,273,49,28.52,60.0,6,10.0,7.2,0.621,5.38,1
user_003114,36-45,Córdoba,Móvil,Basic,46,28,396.88,7.0,6,20.9,1.3,0.936,18.26,1
user_003115,36-45,Mendoza,Desktop,Premium,96,18,470.09,119.0,10,2.4,19.1,0.734,5.62,1
user_003116,56+,Otros,Móvil,Basic,303,34,217.37,166.0,11,62.4,15.8,0.325,3.37,0
user_003117,36-45,Otros,Móvil,Free,16,48,57.51,85.0,1,36.3,16.7,0.438,48.0,0
user_003118,,Rosario,Desktop,Free,238,11,255.84,86.0,3,65.3,3.4,0.767,1.39,1
user_003119,18-25,Mendoza,Tablet,Basic,297,17,385.06,82.0,29,6.5,19.1,0.259,1.72,1
user_003120,18-25,Córdoba,Móvil,Basic,160,18,306.34,51.0,27,69.3,6.4,0.426,3.38,1
user_003121,26-35,Otros,Móvil,Premium,172,35,339.29,177.0,13,68.1,15.0,0.865,6.1,0
user_003122,46-55,Otros,Móvil,Basic,9,39,46.93,22.0,1,48.0,16.4,0.437,,0
user_003123,18-25,Córdoba,Tablet,Basic,37,39,125.71,148.0,14,65.0,18.0,,31.62,0
user_003124,18-25,Otros,Móvil,Free,123,7,221.27,68.0,11,81.4,12.4,0.998,1.71,1
user_003125,56+,Otros,,Free,233,28,11.34,10.0,15,75.8,4.8,,3.61,0
user_003126,46-55,,Desktop,Free,105,27,450.97,150.0,4,91.1,16.8,0.773,7.71,0
user_003127,36-45,Otros,Móvil,Enterprise,253,21,390.39,30.0,4,44.3,17.9,0.99,2.49,1
user_003128,18-25,Buenos Aires,Móvil,Premium,328,29,333.27,147.0,11,94.7,3.2,0.234,2.65,1
user_003129,26-35,Buenos Aires,Móvil,Free,4,37,274.43,0.0,28,104.8,18.4,,37.0,0
user_003130,26-35,Rosario,Desktop,Free,257,12,451.92,68.0,2,98.7,19.5,0.822,1.4,0
user_003131,26-35,Buenos Aires,Móvil,Free,158,46,468.74,68.0,19,106.9,12.4,,8.73,1
user_003132,46-55,Buenos Aires,Móvil,Free,140,2,22.2,69.0,30,45.9,16.8,0.787,0.43,0
user_003133,46-55,Buenos Aires,Móvil,,239,37,48.88,169.0,15,119.0,17.9,0.284,4.64,0
user_003134,36-45,Buenos Aires,Desktop,Premium,167,24,126.8,179.0,14,53.0,17.6,0.907,4.31,0
user_003135,36-45,Mendoza,Desktop,Premium,121,16,486.4,128.0,13,52.1,10.9,0.29,3.97,1
user_003136,36-45,Buenos Aires,Móvil,Basic,89,23,442.37,160.0,2,,14.8,,7.75,0
user_003137,26-35,Córdoba,Desktop,Basic,109,11,50.26,41.0,4,25.4,5.2,0.87,3.03,1
user_003138,46-55,,Móvil,Free,97,50,21.67,118.0,22,98.8,5.0,0.97,,0
user_003139,36-45,Buenos Aires,Móvil,Basic,27,49,182.04,116.0,29,95.6,2.4,0.83,,1
user_003140,26-35,Mendoza,Móvil,Basic,24,24,13.46,80.0,13,66.2,16.9,0.577,24.0,0
user_003141,26-35,La Plata,Móvil,Basic,315,25,250.86,170.0,30,54.6,16.5,0.932,2.38,0
user_003142,36-45,Córdoba,Desktop,Basic,123,25,32.97,90.0,4,,13.8,0.928,6.1,1
user_003143,18-25,Córdoba,Móvil,Free,37,11,44.6,93.0,1,35.2,12.8,0.519,8.92,1
user_003144,18-25,Rosario,Móvil,Free,95,23,156.55,70.0,4,20.8,9.2,0.687,,0
user_003145,26-35,Buenos Aires,Desktop,Free,82,34,239.03,173.0,7,77.8,9.2,0.686,12.44,1
user_003146,18-25,La Plata,Móvil,,348,27,109.06,9.0,7,20.3,17.5,0.257,2.33,1
user_003147,18-25,Córdoba,Móvil,Basic,337,15,128.49,5.0,28,10.4,18.5,0.801,1.34,1
user_003148,26-35,Buenos Aires,Móvil,Basic,105,20,178.14,127.0,10,45.2,14.2,,5.71,0
user_003149,26-35,Buenos Aires,Móvil,Basic,74,29,468.84,88.0,14,85.2,10.9,0.317,11.76,1
user_003150,56+,La Plata,Móvil,Basic,134,45,463.46,168.0,7,,19.4,0.955,10.07,0
user_003151,26-35,La Plata,Desktop,Free,49,34,358.9,147.0,11,85.6,15.1,0.437,20.82,0
user_003152,18-25,Rosario,Tablet,Free,237,43,199.67,11.0,22,15.6,12.7,,5.44,0
user_003153,46-55,,Móvil,Free,309,27,467.79,78.0,20,57.0,14.4,0.168,2.62,0
user_003154,26-35,La Plata,Tablet,Free,265,27,267.35,92.0,26,14.9,19.4,0.458,,0
user_003155,26-35,Mendoza,Desktop,Enterprise,143,5,408.2,1.0,4,78.9,18.7,0.849,1.05,1
user_003156,36-45,Buenos Aires,Desktop,Basic,326,46,373.19,32.0,26,2.1,11.3,0.66,4.23,1
user_003157,18-25,Buenos Aires,Desktop,Premium,284,40,46.86,10.0,20,33.6,7.7,,4.23,1
user_003158,46-55,La Plata,Desktop,Basic,278,11,83.75,24.0,12,41.1,8.8,,1.19,1
user_003159,36-45,Otros,Móvil,Basic,245,18,102.42,33.0,12,,5.6,0.538,,1
user_003160,18-25,Buenos Aires,Móvil,Free,224,38,380.79,72.0,2,81.0,18.0,0.061,5.09,0
user_003161,36-45,Buenos Aires,Tablet,Free,221,17,190.85,153.0,6,88.8,5.7,0.184,2.31,0
user_003162,,Rosario,Desktop,Basic,338,29,21.98,67.0,8,1.5,18.6,,2.57,1
user_003163,56+,Buenos Aires,Móvil,Basic,353,11,125.45,84.0,22,83.0,18.8,,,1
user_003164,26-35,Rosario,Móvil,Free,115,16,226.01,16.0,14,16.1,7.8,0.947,4.17,1
user_003165,26-35,Rosario,Móvil,Basic,193,6,98.06,99.0,13,51.9,7.5,0.683,0.93,0
user_003166,26-35,Mendoza,Desktop,Free,68,17,97.82,13.0,26,17.5,2.3,0.059,,0
user_003167,18-25,La Plata,Desktop,Free,37,15,289.0,111.0,5,57.2,17.2,0.54,12.16,1
user_003168,36-45,Buenos Aires,Móvil,Free,52,28,241.85,55.0,22,106.3,11.7,0.831,16.15,0
user_003169,46-55,La Plata,Móvil,Premium,57,44,304.25,37.0,14,42.2,5.6,0.697,23.16,1
user_003170,26-35,Rosario,Móvil,Free,180,11,51.3,22.0,13,112.9,4.6,0.177,1.83,0
user_003171,26-35,Rosario,Desktop,Basic,4,2,11.89,70.0,26,30.9,8.5,0.877,2.0,1
user_003172,26-35,Buenos Aires,Desktop,Premium,165,36,406.1,107.0,18,12.1,3.8,0.69,6.55,0
user_003173,18-25,Buenos Aires,Desktop,Free,3,28,205.01,128.0,7,39.0,9.8,,28.0,0
user_003174,36-45,La Plata,Móvil,Basic,44,42,246.38,14.0,19,110.0,4.6,0.751,28.64,0
user_003175,18-25,Buenos Aires,Móvil,Free,254,27,113.74,35.0,10,62.2,17.3,0.645,3.19,0
user_003176,56+,La Plata,Móvil,Free,122,26,69.09,42.0,17,79.3,19.3,,6.39,1
user_003177,26-35,La Plata,Desktop,Free,242,45,150.65,96.0,11,78.2,19.5,,5.58,1
user_003178,26-35,La Plata,Móvil,Free,95,26,370.08,85.0,3,,10.4,0.314,8.21,0
user_003179,46-55,Córdoba,Móvil,Premium,331,31,203.98,172.0,12,43.7,16.5,0.361,2.81,1
user_003180,26-35,Mendoza,Móvil,Premium,69,40,461.56,58.0,22,27.1,15.1,,17.39,0
user_003181,46-55,Mendoza,Móvil,Basic,74,5,14.27,40.0,5,116.5,3.4,0.093,2.03,1
user_003182,26-35,Córdoba,Móvil,Free,230,46,107.0,164.0,4,28.4,8.5,,6.0,1
user_003183,26-35,Otros,Móvil,Free,330,39,424.66,11.0,17,10.2,16.0,,3.55,1
user_003184,36-45,Buenos Aires,Desktop,Free,63,40,381.03,79.0,28,,4.6,0.153,19.05,1
user_003185,36-45,Buenos Aires,Desktop,Basic,55,19,288.21,34.0,17,32.0,9.8,0.433,10.36,0
user_003186,36-45,La Plata,Móvil,Free,35,34,239.24,54.0,21,119.8,6.6,0.499,29.14,0
user_003187,36-45,Buenos Aires,Tablet,Basic,131,9,162.24,102.0,13,117.7,8.2,0.309,2.06,1
user_003188,26-35,Otros,Desktop,Basic,78,36,320.55,53.0,16,49.6,4.0,0.682,,0
user_003189,56+,Buenos Aires,Móvil,Basic,183,21,395.69,109.0,5,68.9,16.1,0.377,3.44,0
user_003190,46-55,Buenos Aires,Desktop,Premium,76,20,229.48,40.0,15,30.2,19.0,0.718,,0
user_003191,56+,La Plata,Desktop,Free,154,3,366.55,69.0,14,22.0,15.8,,0.58,1
user_003192,36-45,La Plata,Tablet,Basic,236,6,32.53,25.0,29,114.8,12.4,0.744,,0
user_003193,36-45,Otros,Desktop,Free,321,32,408.74,98.0,24,88.9,10.9,,,1
user_003194,56+,Rosario,Móvil,Enterprise,124,38,448.13,65.0,28,3.3,5.7,0.935,9.19,0
user_003195,36-45,Rosario,Móvil,Enterprise,33,39,356.57,106.0,25,11.3,13.7,0.273,35.45,0
user_003196,56+,Buenos Aires,Desktop,Premium,78,34,131.31,7.0,3,48.0,15.1,,13.08,0
user_003197,36-45,La Plata,Desktop,Premium,150,13,252.04,126.0,19,116.4,5.7,0.97,2.6,0
user_003198,46-55,Buenos Aires,Desktop,,83,1,47.62,55.0,3,60.6,8.0,0.031,0.36,0
user_003199,18-25,Rosario,Móvil,Free,44,12,128.76,101.0,20,91.4,5.1,0.067,8.18,0
user_003200,36-45,Buenos Aires,Móvil,Free,363,15,69.87,152.0,29,51.7,4.6,0.834,1.24,0
user_003201,36-45,,Desktop,Premium,272,6,334.91,116.0,15,76.6,8.6,0.575,0.66,1
user_003202,18-25,Rosario,Desktop,Basic,13,40,498.87,20.0,30,56.1,17.5,0.843,40.0,0
user_003203,46-55,Buenos Aires,Móvil,Free,257,15,136.02,55.0,25,103.8,18.3,0.481,1.75,1
user_003204,56+,Buenos Aires,Desktop,Free,175,39,66.48,119.0,20,8.0,14.6,0.552,6.69,1
user_003205,18-25,Buenos Aires,Tablet,,360,16,36.08,159.0,7,79.2,14.9,0.52,1.33,1
user_003206,56+,Buenos Aires,Desktop,Basic,86,7,97.57,52.0,5,14.5,13.7,0.013,2.44,0
user_003207,46-55,La Plata,Móvil,Free,174,4,277.73,35.0,21,88.6,7.7,,0.69,1
user_003208,18-25,Buenos Aires,Desktop,Premium,169,5,117.92,25.0,13,56.6,7.6,0.29,0.89,1
user_003209,56+,Mendoza,Móvil,Free,95,43,23.02,21.0,12,54.1,3.1,0.803,,1
user_003210,46-55,Mendoza,Móvil,Free,126,38,13.46,81.0,3,40.6,10.6,,9.05,0
user_003211,26-35,Buenos Aires,Móvil,Free,279,39,290.95,21.0,15,82.6,18.7,0.338,4.19,1
user_003212,46-55,Buenos Aires,Desktop,Free,37,12,48.03,133.0,8,93.7,2.2,0.343,9.73,1
user_003213,26-35,Buenos Aires,Móvil,Basic,136,10,278.4,105.0,29,59.2,2.2,,2.21,1
